"Title","Developer(s)","Publisher(s)","Release date","Ref."
"Metallic Child","Studio HG","Crest","September 16, 2021","[394]"
"Metaloid: Origin","Retro Revolution","JP: EastAsiaSoftWW: 7 Raven Studios","July 11, 2019","[395][396]"
"Metro 2033 Redux","4A Games","JP: Koch MediaWW: Deep Silver","February 28, 2020",""
"Metro: Last Light Redux","4A Games","JP: Koch MediaWW: Deep Silver","February 28, 2020",""
"Metroid Dread","MercurySteam, Nintendo EPD","Nintendo","October 8, 2021",""
"Metroid Prime 4: Beyond","Retro Studios","Nintendo","2025",""
"Metroid Prime Remastered","Retro Studios","Nintendo","February 8, 2023","[397]"
"Metropolis: Lux Obscura","Kthulu Solutions","Kthulu Solutions","April 4, 2018","[398]"
"MicroMan","Glob Games Studio","Glob Games Studio","TBA","[399]"
"Midnight Deluxe","Petite Games","Ratalaika Games","March 8, 2018","[400]"
"Midnight Evil","Draw Distance","Draw Distance","October 10, 2019","[401]"
"The Midnight Sanctuary","Cavyhouse","Unites","September 6, 2018","[402]"
"Mighty Fight Federation","Komi Games","Forthright Entertainment","March 10, 2021","[403][404]"
"Mighty Goose","MP2 Games","Playism","June 5, 2021",""
"Mighty Gunvolt Burst","Inti Creates","Inti Creates","June 15, 2017",""
"Mighty Morphin Power Rangers: Rita's Rewind","Digital Eclipse","Digital Eclipse","2024",""
"Mighty Switch Force! Collection","WayForward","WayForward","July 25, 2019",""
"Miitopia","Nintendo EPD, Grezzo","Nintendo","May 21, 2021",""
"Milanoir","Italo Games","Good Shepherd Entertainment","May 31, 2018","[405]"
"Miles & Kilo","Four Horses","Four Horses","July 5, 2018","[406]"
"Millie","Forever Entertainment","Forever Entertainment","February 8, 2018","[407][408]"
"Mimpi Dreams","Dreadlocks Ltd","Dreadlocks","November 15, 2018",""
"Mindball Play","Interactive IP","JP: City ConnectionWW: Interactive IP","February 14, 2019","[41][42][409]"
"MindSeize","Kamina Dimension","Kamina Dimension","September 29, 2020","[410]"
"Minecraft","4J Studios","JP: MicrosoftWW: Mojang","May 11, 2017",""
"Minecraft Dungeons","Mojang, Xbox Game Studios, Double Eleven","JP: MicrosoftWW: Mojang","May 26, 2020",""
"Minecraft Legends","Mojang, Blackbird Interactive","Xbox Game Studios","April 18, 2023",""
"Minecraft: Story Mode","Telltale Games","Telltale Games","August 22, 2017",""
"Minecraft: Story Mode - Season Two","Telltale Games","Telltale Games","November 6, 2018",""
"Mineko's Night Market","Meowza Games","Humble Bundle","TBA","[411]"
"Minesweeper Genius","Blowfish Studios","Level 77","February 12, 2019","[144]"
"Mini Island Challenge Bundle","Forever Entertainment","Forever Entertainment","July 23, 2020","[412][413]"
"Mini Metro","Dinosaur Polo Club","Radical Games","August 30, 2018",""
"Mini Motor Racing X","The Binary Mill","Next Gen Reality","September 17, 2020",""
"Ministry of Broadcast","Ministry of Broadcast Studio","JP: PlayismWW: Hitcents","April 28, 2020",""
"Minit","Jan Willem Nijman","Devolver Digital","August 9, 2018",""
"Minna De Daifugo","CellNavi","CellNavi","May 24, 2018","[414]"
"Minoria","Bombservice","Dangen Entertainment","September 10, 2020","[415][416]"
"Miracle Snack Shop","Talesshop","CFK","2021","[417]"
"Mirror","SakuraGame","SakuraGame","December 19, 2019","[418][419][420]"
"Missile Command: Recharged","Nickervision Studios","Atari","May 27, 2020","[421]"
"Miss Kobayashi's Dragon Maid: Sakuretsu! Chorogon Breath","Kaminari Games","Bushiroad","March 24, 2022","[422][423]"
"The Missing: J.J. Macfield and the Island of Memories","White Owls","Arc System Works","October 11, 2018",""
"Mistover","Krafton Game Union","Krafton Game Union","October 9, 2019","[424]"
"MLB The Show 22","San Diego Studio","MLB Advanced Media","April 5, 2022",""
"MLB The Show 23","San Diego Studio","MLB Advanced Media","March 28, 2023",""
"MLB The Show 24","San Diego Studio","MLB Advanced Media","March 19, 2024",""
"MO: Astray","Archpray","Rayark","September 10, 2020","[425]"
"Mochi On Girl","Mumimumi","Mediascape","December 12, 2019","[426]"
"Modern Combat 5: Blackout","Gameloft Bucharest","Gameloft","February 14, 2019","[427]"
"Moero Chronicle Hyper","Compile Heart","Idea Factory","January 31, 2019","[428][429]"
"Moero Crystal H","Compile Heart","JP: Idea FactoryWW: EastAsiaSoft","September 5, 2019","[430][431]"
"Mom Hid My Game!","Hap","Kemco","December 21, 2017",""
"Momodora: Reverie Under the Moonlight","Bombservice","Dangen Entertainment","January 10, 2019",""
"Momotaro Dentetsu: Showa, Heisei, Reiwa Mo Teiban!","Konami","Konami","November 19, 2020",""
"Momonga Pinball Adventures","Seaven Studio","Plug In Digital","October 18, 2018","[432]"
"Monark","Lancarse","JP: FuRyuWW: NIS America","October 14, 2021","[433]"
"Moncage","Optillusion","X.D. Network","TBA",""
"Monica and the Rabbit Guard","Mad Mimic","Mad Mimic","December 4, 2018","[434]"
"Monkey Barrels","Good-Feel","Good-Feel","November 7, 2019","[435]"
"Monobot","DreamSmith Studio","AOE Plus","December 2, 2021","[436]"
"Monochrome World","CFK","CFK","May 7, 2020","[119][120]"
"Monomals","Picomy","Rogue Games","October 21, 2021","[437]"
"Monopoly","Engine Software","Ubisoft","October 31, 2017",""
"Monopoly Madness","Engine Software","Ubisoft","December 9, 2021",""
"Monster Blast","EntwicklerX","EntwicklerX","July 23, 2020","[438][439]"
"Monster Boy and the Cursed Kingdom","Game Atelier","FDG Entertainment","December 4, 2018",""
"Monster Energy Supercross: The Official Videogame","Milestone","Milestone","February 13, 2018","[440][441]"
"Monster Energy Supercross: The Official Videogame 2","Milestone","Milestone","February 8, 2019","[442]"
"Monster Energy Supercross: The Official Videogame 3","Milestone","Milestone","February 4, 2020","[443]"
"Monster Girls and the Mysterious Adventure","Nekotokage","Regista","September 17, 2020","[444]"
"Monster Harvest","Maple Powered Games","Merge Games","August 19, 2021","[445]"
"Monster Hunter Generations Ultimate","Capcom","Capcom","August 25, 2017",""
"Monster Hunter Rise","Capcom","Capcom","March 26, 2021",""
"Monster Hunter Stories 2: Wings of Ruin","Capcom","Capcom","July 9, 2021",""
"Monster Jam: Crush It!","Team6 Game Studios","GameMill Entertainment","October 31, 2017",""
"Monster Jam Steel Titans","Feld Entertainment","THQ Nordic","November 26, 2019",""
"Monster Jam Steel Titans 2","Feld Entertainment","THQ Nordic","March 2, 2021",""
"Monster Prom: XXL","Beautiful Glitch","Those Awesome Guys","May 21, 2020",""
"Monster Puzzle","Forsaken Games","Forsaken Games","May 9, 2019","[296][297]"
"Monster Rancher","Koei Tecmo","Koei Tecmo","December 19, 2019",""
"Monster Rancher 2","Koei Tecmo","Koei Tecmo","September 17, 2020",""
"Monster Sanctuary","Moi Rai Games","Team17","December 8, 2020",""
"Monster Truck Championship","Teyon","Nacon","November 24, 2020",""
"Monster Viator","Hit Point","Kemco","April 9, 2020",""
"Monstrum","Team Junkfish","Soedesco","May 22, 2020","[446][447][448]"
"Monument Builders Rushmore","Microids","Microids","March 6, 2019","[337]"
"Moon: Remix RPG Adventure","Onion Games","Onion Games","October 10, 2019",""
"Moon Hunters","Kitfox Games","Kitfox Games","October 26, 2017",""
"Moonlighter","Digital Sun Games","JP: TeyonWW: 11 Bit Studios","November 5, 2018",""
"Moon Samurai","Nunchaku Games","Nunchaku Games","TBA","[449]"
"Moorhuhn Jump and Run 'Traps and Treasure'","Young Fun Games","Higgs Games","December 23, 2021","[450]"
"Moorhuhn Jump and Run 'Traps and Treasures 2'","Young Fun Games","Higgs Games","April 14, 2022","[451]"
"Moorhuhn Kart 2","Young Fun Games","Higgs Games","April 1, 2021","[452]"
"Moorhuhn Knights & Castles","Young Fun Games","Young Fun Games","January 8, 2018","[453]"
"Moorhuhn Pirates - Crazy Chicken Pirates","Young Fun Studio","Higgs Games","December 26, 2022","[454]"
"Moorhuhn Remake","Young Fun Studio","Higgs Games","June 21, 2018","[455]"
"Moorhuhn Wanted","Young Fun Studio","Higgs Games","September 27, 2018","[456]"
"Moorhuhn X - Crazy Chicken X","Young Fun Studio","Higgs Games","August 25, 2022","[457]"
"Morbid: The Seven Acolytes","Still Running","Merge Games","December 3, 2020","[458]"
"Morphies Law","Cosmoscope","Cosmoscope","August 20, 2018","[271]"
"Morphite","Crescent Moon Games, We're Five Games, Blowfish Studios","Blowfish Studios","November 2, 2017","[459]"
"Mortal Kombat 1","NetherRealm Studios","Warner Bros. Games","September 19, 2023",""
"Mortal Kombat 11","NetherRealm Studios","Warner Bros. Interactive Entertainment","April 23, 2019",""
"The Mortuary Assistant","DarkStone Digital","DreadXP","April 20, 2023",""
"Mosaic","Krillbite Studio","Raw Fury","January 23, 2020","[460]"
"Mother Russia Bleeds","Le Cartel Studio","Devolver Digital","November 15, 2018",""
"Moto Racer 4","Anuman","Microids","October 18, 2018",""
"MotoGP 18","Milestone","Milestone","June 28, 2018",""
"MotoGP 19","Milestone","Milestone","June 27, 2019",""
"MotoGP 20","Milestone","JP: Oizumi AmuzioWW: Milestone","April 23, 2020",""
"MotoGP 21","Milestone","JP: DMM GamesWW: Milestone","April 22, 2021",""
"Motorcycle Mechanic Simulator","Ultimate Games","Ultimate Games","January 27, 2020","[167][461]"
"Motorsport Manager","Playsport Games","Curve Digital","March 14, 2019","[78][79]"
"Moujuutsukai to Ouji-sama: Flower & Snow","Design Factory","Idea Factory","May 30, 2019","[462]"
"MouseCraft","Crunching Koalas","Crunching Koalas","February 27, 2020",""
"Moving Out","SMG Studio, DevM Games","Team17","April 28, 2020","[463][464]"
"Mowin & Throwin","House Pixel Games","House Pixel Games","May 31, 2019","[465]"
"Mozart Requiem","GS2 Games","GS2 Games","January 26, 2021",""
"Mr. Driller Drill Land","Bandai Namco Entertainment","Bandai Namco Entertainment","June 25, 2020",""
"Mr. Run and Jump","Graphite Lab, Heavy Horse Games","Atari","July 25, 2023",""
"Mr. Shifty","Team Shifty","TinyBuild","April 13, 2017",""
"Muddledash","Slampunks","PQube","July 10, 2018","[466]"
"Mujo","Oink Games","Oink Games","November 30, 2017","[467]"
"Mulaka","Lienzo","Lienzo","March 1, 2018","[271]"
"The Mummy Demastered","WayForward","JP: Oizumi AmuzioWW: WayForward","October 24, 2017",""
"Mundaun","Hidden Fields","MVM Interactive","May 27, 2021",""
"Munchkin: Quacked Quest","Steve Jackson Games","Asmodee","November 19, 2019","[468]"
"Murder by Numbers","Mediatonic","The Irregular Corporation","March 5, 2020",""
"Murder Detective: Jack the Ripper","Nippon Ichi Software","Nippon Ichi Software","April 25, 2019","[469]"
"Murder Mystery Machine","Blazing Griffin","Microids","August 25, 2021","[470]"
"Muse Dash","PeroPeroGames","X.D. Network","June 20, 2019","[471]"
"Mushihimesama","Cave","Live Wire","June 16, 2021",""
"Mushroom Heroes","Dolores Entertainment","JP: EastAsiaSoftWW: Dolores Entertainment","April 30, 2020","[472][473][474]"
"Mushroom Savior","Durbek Nuritdinov","Flying Islands Team","September 10, 2020","[475]"
"Mushroom Wars 2","Zillion Whales","Zillion Whales","July 5, 2018",""
"Music Racer","Sometimes You","Sometimes You","January 29, 2020","[167][461]"
"Musicus!","Overdrive","Entergram","March 24, 2022","[476]"
"Must Dash Amigos","MiniBeast Games","MiniBeast Games","December 5, 2019","[477]"
"Musynx","PM Studios, Acttil","PM Studios","June 21, 2018","[478][479]"
"Mutant Football League","Digital Dreams Entertainment","Digital Dreams Entertainment","October 30, 2018",""
"Mutant Mudds Collection","Atooi","Atooi","December 14, 2017",""
"Mutant Year Zero: Road to Eden","Bearded Ladies","Funcom","July 30, 2019",""
"Mutazione","Die Gute Fabrik","Akupara Games","May 26, 2021",""
"Muv-Luv: Project Mikhail","aNCHOR","aNCHOR","TBA","[480]"
"MX vs. ATV All Out","Rainbow Studios","THQ Nordic","September 1, 2020",""
"MXGP 3","Milestone","Milestone","November 21, 2017",""
"My Arctic Farm 2018","Bip Media","Plug In Digital","January 17, 2019","[41][42]"
"My Fantastic Ranch","Piece of Cake Studios","Nacon","November 17, 2022",""
"Myastere: Ruins of Deazniff","Digimerce","Digimerce","April 15, 2021",""
"My Big Sister","Ratalaika Games","Ratalaika Games","May 10, 2019","[296][297]"
"My Butler","Dogenzaka Lab","D3 Publisher","June 18, 2020","[481]"
"My Forged Wedding","Voltage","Voltage","September 17, 2020","[482]"
"My Friend Pedro","DeadToast Entertainment","Devolver Digital","June 20, 2019",""
"My Friend Peppa Pig","Petoons Studio","Outright Games","October 22, 2021","[483]"
"My Girlfriend is a Mermaid!?","Cosen","Sekai Games","February 28, 2019","[484]"
"My Hero: One's Justice","Byking","Bandai Namco Entertainment","August 23, 2018",""
"My Hero: One's Justice 2","Byking","Bandai Namco Entertainment","March 12, 2020",""
"My Hero Academia: Ultra Rumble","Bandai Namco Entertainment","Bandai Namco Entertainment","TBA",""
"My Jurassic Farm 2018","Bip Media","Plug In Digital","March 14, 2019","[78][79]"
"My Little Pony: A Maretime Bay Adventure","Melbot Studios","Outright Games","May 27, 2022","[485][486]"
"My Little Pony: A Zephyr Heights Mystery","Drakhar Studio","Outright Games","May 17, 2024","[487][488]"
"My Little Riding Champion","Toplitz Productions","Bigben Interactive","December 24, 2018","[337]"
"My Lovely Daughter","Toge Productions","JP: Worker BeeWW: Toge Productions","May 23, 2019","[55][56]"
"My Next Life as a Villainess: All Routes Lead to Doom! – Pirates that Stir the Waters","Idea Factory","Idea Factory","December 23, 2021","[489]"
"My Riding Stables: Life with Horses","UIG Entertainment","Treva Entertainment","August 2, 2018","[490]"
"My Secret Pets","Dogenzaka Lab","D3 Publisher","April 30, 2020","[491]"
"My Singing Monsters Playground","Big Blue Bubble","Big Blue Bubble","November 9, 2021","[492]"
"My Time at Portia","Pathea Games","Team17","April 16, 2019",""
"My Time at Sandrock","Pathea Games","Pathea Games","2022",""
"My Universe: Cooking Star Restaurant","Old Skull Games","Microids","November 10, 2020","[493]"
"My Universe: Fashion Boutique","Black Sheep Studio","Microids","October 27, 2020","[493]"
"My Universe: Green Adventure - Farmer's Friends","Old Skull Games","Microids","June 30, 2020",""
"My Universe: My Baby","Microids","Microids","July 9, 2020","[494][495]"
"My Universe: Pet Clinic Cats & Dogs","It Matters Games","Microids","December 3, 2020","[493]"
"My Universe: School Teacher","Magic Pockets","Microids","October 15, 2020","[493]"
"The Mystery of the Hudson Case","Magic Frame Studios","Magic Frame Studios","May 14, 2018","[496][497]"
"Mystery Mine","Big Way","Big Way","August 5, 2020","[498][499]"
"The Mystery of Woolley Mountain","Huey Games","Huey Games","April 10, 2019","[500]"
"Mystic Pillars","Holy Cow Productions","Holy Cow Productions","June 3, 2021","[501][502][503]"
"N++","Metanet Software","Metanet Software","May 24, 2018",""
"Nairi: Tower of Shirin","Homebear Studios","Homebear Studios","November 29, 2018",""
"Namco Museum","Bandai Namco Studios","Bandai Namco Entertainment","July 28, 2017",""
"Namco Museum Arcade Pac","Bandai Namco Studios","Bandai Namco Entertainment","September 28, 2018",""
"Namcot Collection","Bandai Namco Entertainment","Bandai Namco Entertainment","June 18, 2020","[504]"
"Narcos: Rise of the Cartels","Kuju Entertainment","Curve Digital","November 21, 2019","[505]"
"Narita Boy","Studio Koba","Team17","March 30, 2021",""
"Naruto: Ultimate Ninja Storm","CyberConnect2","Bandai Namco Entertainment","April 26, 2018",""
"Naruto Shippuden: Ultimate Ninja Storm 2","CyberConnect2","Bandai Namco Entertainment","April 26, 2018",""
"Naruto Shippuden: Ultimate Ninja Storm 3","CyberConnect2","Bandai Namco Entertainment","April 26, 2018",""
"Naruto Shippuden: Ultimate Ninja Storm 4","CyberConnect2","Bandai Namco Entertainment","April 23, 2020",""
"NASCAR Heat Ultimate Edition+","704Games","Motorsport Games","November 19, 2021",""
"Naught","Wild Sphere","Wild Sphere","July 31, 2020","[506]"
"Nazotoki Mail","Silver Star Japan","Silver Star Japan","September 28, 2017","[507]"
"NBA 2K18","Visual Concepts","2K Sports","September 15, 2017",""
"NBA 2K19","Visual Concepts","2K Sports","September 7, 2018",""
"NBA 2K20","Visual Concepts","JP: Take-Two InteractiveWW: 2K Sports","September 6, 2019",""
"NBA 2K21","Visual Concepts","2K Sports","September 4, 2020",""
"NBA 2K22","Visual Concepts","2K Sports","September 10, 2021",""
"NBA 2K23","Visual Concepts","2K Sports","September 8, 2022",""
"NBA 2K24","Visual Concepts","2K Sports","September 8, 2023",""
"NBA 2K25","Visual Concepts","2K Sports","September 6, 2024",""
"NBA 2K Playgrounds 2","Saber Interactive","2K Sports","October 16, 2018",""
"NBA Playgrounds","Saber Interactive","Saber Interactive","May 9, 2017",""
"Necrobarista","Route 59","Route 59","August 11, 2021",""
"Necrosphere Deluxe","Cat Nigiri","Unties","January 31, 2019","[508][509][510]"
"NecroWorm","Postpunk Games","Walkabout Games","March 26, 2020","[511][512]"
"Need for Speed: Hot Pursuit Remastered","Criterion Games","Electronic Arts","November 13, 2020",""
"Needy Streamer Overload","WSS Playground, xemono","WSS Playground","October 27, 2022",""
"Nefarious","StarBlade","Digerati","September 13, 2018","[513]"
"Neko Ghost, Jump!","Burgos Games","Burgos Games","TBA","[514]"
"Neko Tomo: Smile Mashimashi","Bandai Namco","Bandai Namco","November 19, 2020","[515]"
"Nekojishi: Lin & Partners","Studio Klondike","Studio Klondike","TBA",""
"NekoMiko","Qureate","Qureate","December 5, 2019","[516][517][518]"
"Nekopara Vol. 1","Neko Works","Neko Works","July 4, 2018",""
"Nekopara Vol. 2","Neko Works","Neko Works","February 14, 2019",""
"Nekopara Vol. 3","Neko Works","Neko Works","June 27, 2019",""
"Nekopara Vol. 4","Neko Works","Neko Works","December 22, 2020",""
"Nelke & the Legendary Alchemists: Ateliers of the New World","Gust Co. Ltd.","Koei Tecmo","January 31, 2019","[519]"
"Neo Atlas 1469","Artdink","Artdink","April 19, 2018","[520]"
"Neo Cab","Chance Agency","Fellow Traveler","October 3, 2019",""
"Neo Geo Pocket Color Selection Vol. 1","SNK, Code Mystics","SNK","March 17, 2021",""
"Neo Geo Pocket Color Selection Vol. 2","SNK, Code Mystics","SNK","November 9, 2022",""
"Neon Abyss","Veewo Games","Team17","July 14, 2020","[521][522]"
"Neon Caves","Force of Habit","Sometimes You","March 27, 2019","[523]"
"Neon Chrome","10tons","10tons","October 12, 2017",""
"Neon City Riders","Mecha Studios","Bromio","March 12, 2020","[524]"
"Neon White","Ben Esposito","Annapurna Interactive","June 16, 2022",""
"Neo: The World Ends with You","Square Enix","Square Enix","July 27, 2021",""
"Neonwall","Norain Games","JanduSoft","March 15, 2018","[525]"
"Neptunia x Senran Kagura: Ninja Wars","Tamsoft","Compile Heart","March 17, 2022","[526]"
"Nerf Legends","Fun Labs","GameMill Entertainment","November 12, 2021",""
"NeuroVoider","Flying Oak Games","Playdius Entertainment","September 7, 2017","[527]"
"Nevaeh","Alpheratz","CFK","September 17, 2020","[528][529]"
"Neverending Nightmares","Infinitap Games","JP: PlayismWW: Infinitap Games","July 22, 2020",""
"Neverwinter Nights: Enhanced Edition","Beamdog","Skybound Games","December 3, 2019",""
"Never Again","Primary Games","JP: EastAsiaSoftWW: Vyacheslav Grivorev","January 30, 2020","[530][531]"
"Never Stop","Pixelsplit","Pixelsplit","May 14, 2018","[496][497]"
"Never Stop Sneakin'","Humble Hearts","Humble Hearts","December 14, 2017",""
"New Frontier Days: Founding Pioneers","Arc System Works","Arc System Works","March 3, 2017",""
"New Pokémon Snap","Bandai Namco Studios","Nintendo","April 30, 2021",""
"New Star Manager","New Star Games","Five Aces Publishing","January 31, 2019","[508][509]"
"New Super Lucky's Tale","Playful Studios","Playful Studios","November 8, 2019",""
"New Super Mario Bros. U Deluxe","Nintendo EAD","Nintendo","January 11, 2019",""
"Newton's Cradle Puzzle Game","Storm Trident","Forever Entertainment","August 27, 2020","[532]"
"Nexomon","Vewo Interactive","PQube","September 17, 2021","[533]"
"Nexomon: Extinction","Vewo Interactive","PQube","August 28, 2020","[534]"
"The Next Penelope","Aurelien Regard, Seaven Studio","Plug In Digital","December 21, 2017","[535]"
"Next Up Hero","Digital Continue","Aspyr","August 16, 2018",""
"Nier: Automata The End of Yorha Edition","PlatinumGames","Square Enix","October 6, 2022",""
"Niche: A Genetics Survival Game","Stray Fawn Studio","Stray Fawn Studio","September 3, 2020","[536][537][538]"
"Nicole","WinterWolves Games","Ratalaika Games","July 31, 2020","[539]"
"Nickelodeon All-Star Brawl","Fair Play Labs, Ludosity","NA: GameMill EntertainmentEU: Maximum Games","October 5, 2021",""
"Nickelodeon All-Star Brawl 2","Fair Play Labs","NA: GameMill EntertainmentEU: Maximum Games","November 7, 2023",""
"Nickelodeon Kart Racers","Bamtang Games","NA: GameMill EntertainmentEU: Maximum Games","October 23, 2018",""
"Nickelodeon Kart Racers 2: Grand Prix","Bamtang Games","NA: GameMill EntertainmentEU: Maximum Games","October 6, 2020",""
"Nickelodeon Kart Racers 3: Slime Speedway","Bamtang Games","NA: GameMill EntertainmentEU: Maximum Games","October 7, 2022",""
"Nidhogg 2","Messhof","Messhof","November 22, 2018",""
"Night Book","Wales Interactive","Wales Interactive","July 27, 2021",""
"Night Call","Monkey Moon, BlackMuffin Studio","Raw Fury","June 24, 2020","[540]"
"Night in the Woods","Infinite Fall","Finji","February 1, 2018",""
"Night Lights","Grave Danger Games, Meridian4","Ratalaika Games","November 26, 2021","[541]"
"Night Trap: 25th Anniversary Edition","Screaming Villains","Limited Run Games","August 24, 2018",""
"Nightmare Boy","Vanir Project","BadLand Games","January 16, 2018","[542]"
"Nights of Azure 2: Bride of the New Moon","Koei Tecmo","Koei Tecmo","August 31, 2017",""
"Nihilumbra","BeautiFun Games","BeautiFun Games","May 3, 2018",""
"Nil Admirari no Tenbin: Irodori Nadeshiko","Idea Factory","Idea Factory","September 20, 2018","[543]"
"Nikoderiko: The Magical World","Vea Games","Knights Peak","October 2024",""
"Nine Parchments","Frozenbyte","Frozenbyte","December 5, 2017",""
"Nine Witches: Family Disruption","Indiesruption","Blowfish Studios","December 4, 2020","[544]"
"Ninja Box","Bandai Namco Studios","Bandai Namco Entertainment","September 26, 2019","[545]"
"Ninja Gaiden: Master Collection","Team Ninja","Koei Tecmo","June 10, 2021",""
"Ninja Issen","Asteroid-J","CFK","2021","[546]"
"Ninja JaJaMaru Collection","Biccamera","City Connection","December 12, 2019","[547]"
"Ninja Shodown","Bitmap Bureau","Rising Star Games","October 5, 2017","[548]"
"The Ninja Saviors: Return of the Warriors","Taito","JP: TaitoWW: Inin Games","July 25, 2019",""
"Ninjala","GungHo Online Entertainment","GungHo Online Entertainment","June 24, 2020",""
"NinNinDays","Qureate","Qureate","March 12, 2020","[549]"
"Nintendo Labo - Toy-Con 01: Variety Kit","Nintendo EPD","Nintendo","April 20, 2018",""
"Nintendo Labo - Toy-Con 02: Robot Kit","Nintendo EPD","Nintendo","April 20, 2018",""
"Nintendo Labo - Toy-Con 03: Vehicle Kit","Nintendo EPD","Nintendo","September 14, 2018",""
"Nintendo Labo - Toy-Con 04: VR Kit","Nintendo EPD","Nintendo","April 12, 2019",""
"Nintendo Switch Sports","Nintendo EPD","Nintendo","April 29, 2022",""
"Nintendo World Championships: NES Edition","Nintendo EPD","Nintendo","July 18, 2024",""
"Ni no Kuni: Wrath of the White Witch","Level-5","Bandai Namco Entertainment","September 20, 2019",""
"Ni no Kuni II: Revenant Kingdom – Prince's Edition","Level-5","Bandai Namco Entertainment","September 16, 2021",""
"Nippon Marathon","Onion Soup Interactive","Onion Soup Interactive","December 17, 2018",""
"No Heroes Here","Mad Mimic Interactive","Mad Mimic Interactive","June 14, 2018","[550]"
"No Man's Sky","Hello Games","Hello Games","October 7, 2022",""
"No More Heroes","Grasshopper Manufacture","Marvelous","October 28, 2020",""
"No More Heroes 2: Desperate Struggle","Grasshopper Manufacture","Marvelous","October 28, 2020",""
"No More Heroes III","Grasshopper Manufacture","Marvelous","August 27, 2021",""
"No Place For Bravery","Glitch Factory","Ysbryd Games","September 22, 2022","[551]"
"No Straight Roads","Metronomik","JP: Game Source EntertainmentWW: Sold Out","August 25, 2020",""
"No Thing","Forever Entertainment","Forever Entertainment","March 22, 2018","[552][408][553]"
"Nobody Saves the World","Drinkbox Studios","Drinkbox Studios","April 14, 2022",""
"Nobunaga's Ambition: Sphere of Influence","Koei Tecmo","Koei Tecmo","March 3, 2017",""
"Nobunaga's Ambition: Rebirth","Koei Tecmo","Koei Tecmo","July 21, 2022",""
"Nobunaga's Ambition: Taishi","Koei Tecmo","Koei Tecmo","November 30, 2017",""
"Nocturne","Pracy Studios","Pracy Studios","2023","[554]"
"Noel The Mortal Fate","Kawano, Vaka Game Magazine","Playism, Vaka Game Magazine","February 10, 2022","[555][556]"
"Nongunz: Doppelganger Edition","Brainwash Gang","Digerati","TBA","[557]"
"A Normal Lost Phone","Accidental Queens","Seaven Studio","March 1, 2018",""
"Norman's Great Illusion","Sometimes You","Sometimes You","August 19, 2020","[558][559]"
"North","Sometimes You","Sometimes You","March 6, 2018","[560]"
"Northgard","Shiro Games","Shiro Games","September 26, 2019",""
"Not a Hero","Roll7","Devolver Digital","August 2, 2018",""
"Not Not: A Brain Buster","QubicGames","QubicGames","March 15, 2019","[78][79]"
"Not Tonight","PanicBarn","No More Robots","January 31, 2020",""
"Nova-111","Funktronic Labs","No Gravity Games","January 13, 2022",""
"Nowhere Prophet","Sharkbomb Studios","No More Robots","July 30, 2020","[561]"
"Nuclear Throne","Vlambeer","Vlambeer","March 20, 2019",""
"Nuclien","Springloaded","Springloaded","January 19, 2018","[562]"
"Null Drifter","Panda Indie Studio","EastAsiaSoft","April 9, 2020","[563][564]"
"Nurse Love Addiction","Kogado Studio","JP: Kogado StudioWW: Degica","April 19, 2019",""
"Nurse Love Syndrome","Kogado Studio","JP: Kogado StudioWW: Degica","April 19, 2019",""
"Nuts","Joon, Pol, Muutsch, Char & Torfi","Noodlecake Studios","February 4, 2021",""
"Oaken","Laki Studio","Goblinz Publishing","2022",""
"Obakeidoro!","Free Style","Free Style","August 1, 2019","[565]"
"Observer","Bloober Team","JP: Circle EntertainmentWW: Aspyr","February 7, 2019",""
"Oceanhorn: Monster of Uncharted Seas","Cornfox & Bros.","FDG Entertainment","June 22, 2017",""
"Oceanhorn 2: Knights of the Lost Realm","Cornfox & Bros.","FDG Entertainment","October 28, 2020",""
"Octahedron: Transfixed Edition","Demimonde","JP: Brave Wave ProductionsWW: Square Enix","January 17, 2019","[566][567][568]"
"Octodad: Dadliest Catch","Young Horses Games","Young Horses Games","November 9, 2017",""
"Octogeddon","All Yes Good","All Yes Good","May 16, 2019",""
"Octopath Traveler","Square Enix","JP: Square EnixWW: Nintendo","July 13, 2018",""
"Octopath Traveler II","Acquire, Square Enix","Square Enix","February 24, 2023",""
"Odallus: The Dark Call","JoyMasher","JP: EastAsiaSoftWW: Digerati","February 8, 2019",""
"OddBallers","Game Swing, Ubisoft Mumbai","Ubisoft","January 26, 2023","[569]"
"Oddventure","Infamous Rabbit","Infamous Rabbit","2022",""
"Oddworld: Munch's Oddysee","Oddworld Inhabitants","Oddworld Inhabitants","May 14, 2020",""
"Oddworld: New 'n' Tasty!","Oddworld Inhabitants","Oddworld Inhabitants","October 27, 2020",""
"Oddworld: Stranger's Wrath","Oddworld Inhabitants","Oddworld Inhabitants","January 23, 2020",""
"Of Mice and Sand: Revised","Arc System Works","Arc System Works","December 21, 2017","[570]"
"Of Tanks and Demons III","Hoodoo Bear","Victory Road","August 14, 2020","[571][572]"
"Offside Legends","Team Serpico","Team Serpico","2021","[573]"
"Ogre Tale","Mages","Degica Games","TBA","[574]"
"Oh...Sir! The Hollywood Roast","Vile Monarch","Gambitious","January 18, 2018","[575]"
"Oh...Sir! The Insult Simulator","Vile Monarch","Gambitious","January 18, 2018","[576]"
"Ōkami","Clover Studio","Capcom","August 9, 2018",""
