"Title","Developer","Publisher","First released","JP","EU / PAL","NA"
"Second Sight","Free Radical Design","Codemasters","2004-09-03EU","","✔","✔"
"Secret Agent Clank","Sanzaru Games","Sony Computer Entertainment","2009-05-26NA","","✔","✔"
"Secret Game: Killer Queen","Regista","Yeti","2008-08-21JP","✔","",""
"Secret of Evangelion","Gainax","CyberFront","2006-12-21JP","✔","",""
"The Secret Saturdays: Beasts of the 5th Sun","High Voltage Software","D3 Publisher","2009-10-20NA","","✔","✔"
"Secret Service","Tigon Studios","Activision","2008-11-04NA","","✔","✔"
"Secret Weapons Over Normandy","Totally Games","LucasArtsEU, NA, Electronic ArtsJP","2003-11-18NA","✔","✔","✔"
"The Seed: WarZone","Artdink","ArtdinkJP, Midas Interactive EntertainmentEU","2001-12-06JP","✔","✔",""
"Seek and Destroy•Shin Combat Choro QJP, KO","Barnhouse Effect","TakaraJP, Conspiracy EntertainmentNA, Play It!EU","2002-06-27JP","✔JP, KO","✔","✔"
"Sega Ages 2500 Series Vol. 1: Phantasy Star Generation: 1","Sega","Sega","2003-08-28JP","✔","",""
"Sega Ages 2500 Series Vol. 10: After Burner II","Sega","Sega","2004-03-18JP","✔","",""
"Sega Ages 2500 Series Vol. 11: Hokuto no Ken","Sega","Sega","2004-03-25JP","✔","",""
"Sega Ages 2500 Series Vol. 12: Puyo Puyo Tsū Perfect Set","Sega","Sega","2004-05-24JP","✔","",""
"Sega Ages 2500 Series Vol. 13: OutRun","Sega","Sega","2004-05-27JP","✔","",""
"Sega Ages 2500 Series Vol. 14: Alien Syndrome","Sega","Sega","2004-07-29JP","✔","",""
"Sega Ages 2500 Series Vol. 15: Decathlete Collection","Sega","Sega","2004-07-29JP","✔","",""
"Sega Ages 2500 Series Vol. 16: Virtua Fighter 2","Sega","Sega","2004-10-14JP","✔","",""
"Sega Ages 2500 Series Vol. 17: Phantasy Star Generation: 2","Sega","[Sega","2005-03-24JP","✔","",""
"Sega Ages 2500 Series Vol. 18: Dragon Force","Sega","Sega","2005-08-18JP","✔","",""
"Sega Ages 2500 Series Vol. 19: Fighting Vipers","Sega","Sega","2005-08-28JP","✔","",""
"Sega Ages 2500 Series Vol. 2: Monaco GP","Sega","Sega","2003-08-28JP","✔","",""
"Sega Ages 2500 Series Vol. 20: Space Harrier Complete Collection","Sega","Sega","2005-10-27JP","✔","",""
"Sega Ages 2500 Series Vol. 21: SDI & Quartet – Sega System 16 Collection","Sega","Sega","2005-10-27JP","✔","",""
"Sega Ages 2500 Series Vol. 22: Advanced Daisenryaku: Deutsch Dengeki Sakusen","Sega","Sega","2006-02-23JP","✔","",""
"Sega Ages 2500 Series Vol. 23: Sega Memorial Selection","Sega","Sega","2006-12-22JP","✔","",""
"Sega Ages 2500 Series Vol. 24: Last Bronx: Tokyo Bangaichi","Sega","Sega","2006-12-29JP","✔","",""
"Sega Ages 2500 Series Vol. 25: Gunstar Heroes Treasure Box","Sega","Sega","2007-02-23JP","✔","",""
"Sega Ages 2500 Series Vol. 26: Dynamite Deka","Sega","Sega","2007-04-27JP","✔","",""
"Sega Ages 2500 Series Vol. 27: Panzer Dragoon","Sega","Sega","2007-04-27JP","✔","",""
"Sega Ages 2500 Series Vol. 28: Tetris Collection","Sega","Sega","2007-06-28JP","✔","",""
"Sega Ages 2500 Series Vol. 29: Monster World","Sega","Sega","2007-08-03JP","✔","",""
"Sega Ages 2500 Series Vol. 3: Fantasy Zone","Sega","Sega","2003-08-28JP","✔","",""
"Sega Ages 2500 Series Vol. 30: Galaxy Force II – Special Extended Edition","Sega","Sega","2007-08-26JP","✔","",""
"Sega Ages 2500 Series Vol. 31: Dennou Senki Virtual On","Sega","Sega","2007-10-25JP","✔","",""
"Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection","Sega","Sega","2008-03-27JP","✔","",""
"Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection","Sega","Sega","2008-09-11JP","✔","",""
"Sega Ages 2500 Series Vol. 4: Space Harrier","Sega","Sega","2003-09-25JP","✔","",""
"Sega Ages 2500 Series Vol. 5: Golden Axe","Sega","Sega","2003-09-25JP","✔","",""
"Sega Ages 2500 Series Vol. 6: Ichini no Tant-R to Bonanza Bros.","Sega","Sega","2004-01-15JP","✔","",""
"Sega Ages 2500 Series Vol. 7: Columns","Sega","Sega","2004-01-25JP","✔","",""
"Sega Ages 2500 Series Vol. 8: Virtua Racing -FlatOut-","Sega","Sega","2004-02-26JP","✔","",""
"Sega Ages 2500 Series Vol. 9: Gain Ground","Sega","Sega","2004-02-26JP","✔","",""
"Sega Bass Fishing Duel•Get Bass BattleJP","Wow Entertainment","SegaJP, NA, Acclaim EntertainmentEU","2002-09-23NA","✔","✔","✔"
"Sega Genesis Collection","Digital Eclipse","Sega","2006-11-07NA","","✔","✔"
"Sega Rally 2006","Sega","Sega","2006-01-12JP","✔","",""
"Sega Soccer Slam","Black Box Games","Sega","2002-09-02NA","","✔","✔"
"Sega Sports Tennis•Virtua Tennis 2EU•Power Smash 2JP","Hitmaker","Sega","2002-07-31NA","✔","✔","✔"
"Sega Superstars","Sonic Team","Sega","2004-10-22EU","✔","✔","✔"
"Sega Superstars Tennis","Sumo Digital","Sega","2008-03-18NA","","✔","✔"
"Seigi no Mikata","Sony Computer Entertainment","Sony Computer Entertainment","2001-11-15JP","✔","",""
"Seikai no Senki","Gainax","CyberFront","2005-04-21JP","✔","",""
"The Sekai Meisaku Gekijou Quiz•Simple 2000 Series Vol. 85: The Sekai Meisaku Gekijou QuizJP","Warashi","D3 Publisher","2005-08-25JP","✔","",""
"Sekai no Subete: Two of Us","Yeti","Yeti","2006-09-28JP","✔","",""
"Sekai Saikyou Ginsei Igo 5","Magnolia","Magnolia","2004-06-10JP","✔","",""
"Sekai Saikyou Ginsei Igo 6","Magnolia","Magnolia","2005-08-11JP","✔","",""
"Sekai Saikyou Ginsei Igo Kouza","SilverStar","SilverStar","2009-11-19JP","✔","",""
"Sekirei: Mirai Kara no Okurimono","Alchemist","Alchemist","2009-10-29JP","✔","",""
"Sengoku Anthology","SNK Playmore","DHM Interactive","2009-09-01EU","","✔",""
"Sengoku Basara 2","Capcom","Capcom","2006-07-27JP","✔","",""
"Sengoku Basara 2 Eiyū Gaiden","Capcom","Capcom","2007-11-29JP","✔","",""
"Sengoku Basara X","Arc System Works","Capcom","2008-06-26JP","✔JP, KO","",""
"Sengoku Hime 2 Honoo: Hyakubana, Senran Tatsukaze no Gotoku","SystemSoft Alpha","SystemSoft Alpha","2010-12-02JP","✔","",""
"Sengoku Hime: Senran ni Mau Otometachi","Yeti","Yeti","2009-11-12JP","✔","",""
"Sengoku Tenka Touitsu","SystemSoft Alpha","SystemSoft Alpha","2009-03-26JP","✔","",""
"Sensible Soccer 2006","Kuju Entertainment","Codemasters","2006-06-09EU","","✔",""
"Sentimental Prelude","Interchannel","Interchannel","2004-10-28JP","✔","",""
"Sentou Kokka Kai: Legend","Opera House","Soliton","2007-06-21JP","✔","",""
"Sentou Kokka Kai: New Operations","Kadokawa Games","Kadokawa Games","2005-03-31JP","✔","",""
"Separate Hearts","KID","KID","2006-02-23JP","✔","",""
"Serious Sam: Next Encounter","Climax Solent","Global Star Software","2004-04-22NA","","✔","✔"
"Seven: Molmorth no Kiheitai","Namco","Namco","2000-12-21JP","✔","",""
"Seven Samurai 20XX","Dimps","Sammy StudiosJP, NA, YBM SisaKO, SegaEU","2004-01-08JP","✔JP, KO","✔","✔"
"Shadow Hearts","Sacnoth","AruzeJP, Midway GamesEU, NA","2001-06-28JP","✔","✔","✔"
"Shadow Hearts: Covenant•Shadow Hearts IIJP•Shadow Hearts II: Director's CutJP","Nautilus","AruzeJP, Midway GamesNA, PAL","2004-02-19JP","✔","✔","✔"
"Shadow Hearts: From The New World","Nautilus","AruzeJP, XSEED GamesNA, GhostlightPAL","2005-07-28JP","✔","✔","✔"
"Shadow Man: 2econd Coming","Acclaim Studios Teesside","Acclaim Entertainment","2002-02-28NA","","✔","✔"
"Shadow of Destiny","Konami","Konami","2001-02-22JP","✔","✔","✔"
"Shadow of Ganymede","Mere Mortals","Phoenix Games","2005-06-24EU","","✔",""
"Shadow of the Colossus•Wander to KyozouJP, KO","Team Ico","Sony Computer Entertainment","2005-10-18NA","✔JP, KO","✔","✔"
"Shadow of Rome","Capcom","Capcom","2005-02-04EU","✔","✔","✔"
"The Shadow of Zorro","In Utero","Cryo Interactive","2002-02-08EU","","✔",""
"Shadow the Hedgehog","Sonic Team","Sega","2005-11-15NA","✔JP, KO","✔","✔"
"Shadow Tower: Abyss","FromSoftware","FromSoftware","2003-10-23JP","✔","",""
"Shakugan no Shana","Vridge","ASCII Media Works","2006-03-23JP","✔","",""
"Shaman King: Funbari Spirits","Dimps","Bandai","2004-04-08JP","✔","",""
"Shaman King: Power of Spirit","WinkySoft","Konami","2004-11-09NA","","✔","✔"
"Shanghai: Four Elements","Sunsoft","Sunsoft","2000-09-28JP","✔","",""
"Shanghai: Sangoku Pai Tatagi","Warashi","Sunsoft","2002-12-19JP","✔","",""
"Shark Tale","Edge of Reality","ActivisionNA, PAL, TaitoJP","2004-09-27NA","✔","✔","✔"
"Shaun Palmer's Pro Snowboarder","Dearsoft","Activision 02","2001-11-13NA","✔","✔","✔"
"Shaun White Snowboarding","Ubisoft","Ubisoft","2008-11-16NA","","✔","✔"
"Shellshock: Nam '67","Guerrilla Games","Eidos Interactive","2004-09-03EU","","✔","✔"
"Shepherd's Crossing•Youkoso Hitsuji-MuraJP","Success","SuccessJP, Valcon GamesNA","2003-12-25JP","✔","","✔"
"Shibai Michi","Sony Computer Entertainment","Sony Computer Entertainment","2003-02-13JP","✔","","✔"
"The Shield: The Game","Point of View","Aspyr","2007-01-09NA","","✔","✔"
"Shifters","3DO","3DO","2002-04-26EU","","✔","✔"
"Shiju Hachi","Shannon","Banpresto","2007-11-22JP","✔","",""
"Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou","Capcom","Capcom","2007-03-15JP","✔","",""
"Shikaku Tantei: Sora no Sekai – Thousand Dreams","Nine'sFox","Nine'sFox","2007-09-13JP","✔","",""
"Shikigami no Shiro: Nanayozuki Gensoukyoku","Alfa System","Kids Station","2005-08-18JP","✔","",""
"Shin Bakusou Dekotora Densetsu","Spike","Jaleco","2005-02-10JP","✔","",""
"Shin Best Play Pro Yakyū","ParityBit","Enterbrain","2003-09-25JP","✔","",""
"Shin Gouketsuji Ichizoku: Bonnou Kaihou","Noise Factory","Excite","2006-05-25JP","✔","",""
"Shin Hisui no Shizuku: Hiiro no Kakera 2","Idea Factory","Idea Factory","2009-10-01JP","✔","",""
"Shin Koihime Musou: Otome Ryouran * Sangokushi Engi","Yeti","Yeti","2011-11-10JP","✔","",""
"Shin Master of Monsters Final EX","SystemSoft","SystemSoft","2010-08-19JP","✔","",""
"Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon•Devil Summoner: Kuzunoha Raidou tai Abaddon OuJP","Atlus","Atlus","2008-10-23JP","✔","","✔"
"Shin Megami Tensei: Devil Summoner: Raidou Kuzunoha vs. The Soulless Army•Devil Summoner: Kuzunoha Raidou tai Chouriki HeidanJP","Atlus","AtlusJP, NA, KoeiPAL","2006-03-02JP","✔","✔","✔"
"Shin Megami Tensei: Digital Devil Saga•Digital Devil Saga: Avatar TunerJP","Atlus","AtlusJP, NA, GhostlightPAL","2004-07-15JP","✔","✔","✔"
"Shin Megami Tensei: Digital Devil Saga 2•Digital Devil Saga: Avatar Tuner 2JP","Atlus","AtlusJP, NA, GhostlightPAL","2005-01-27JP","✔","✔","✔"
"Shin Megami Tensei: Nocturne•Shin Megami Tensei III: NocturneJP•Shin Megami Tensei: Lucifer's CallEU","Atlus","AtlusJP, KO.NA, GhostlightEU","2003-02-09KO","✔JP, KO","✔","✔"
"Shine: Kotoba o Tsumuide","Vridge","Success","2002-04-25JP","✔","",""
"Shining Force EXA","Neverland","Sega","2007-01-18JP","✔","","✔"
"Shining Force Neo","Neverland","Sega","2005-03-24JP","✔","","✔"
"Shining Tears","Nex Entertainment","Sega","2004-11-03JP","✔","","✔"
"Shining Wind","Nex Entertainment","Sega","2007-05-17JP","✔JP, KO","",""
"Shinki Gensou: Spectral Souls","Idea Factory","Idea Factory","2003-10-30JP","✔","",""
"Shinki Gensou: Spectral Souls II","Idea Factory","Idea Factory","2005-01-27JP","✔","",""
"Shinjuku no Ōkami","Y'sK","Spike","2009-02-19JP","✔","",""
"Shinkon Gattai Godannar!!","Natsume Co., Ltd.","Bandai","2004-06-24JP","✔","",""
"Shinkyoku Sōkai Polyphonica","Ocelot","Prototype","2007-04-26JP","✔","",""
"Shinkyoku Sōkai Polyphonica: 3&4 Hanashi Kanketsuhen","Ocelot","Prototype","2007-12-27JP","✔","",""
"Shinkyoku Sōkai Polyphonica: After School","Prototype","Prototype","2010-11-11JP","✔","",""
"Shinkyoku Sōkai Polyphonica: The Black ~Episode 1&2 CS Edition~","Ocelot","Prototype","2009-01-15JP","✔","",""
"Shinobi","Overworks","SegaJP, KO, NA, Sony Computer EntertainmentEU","2002-11-10NA","✔JP, KO","✔","✔"
"Shinobido: Way of the Ninja•Shinobido ImashimeJP, KO","Acquire","SpikeJP, KO, Sony Computer Entertainment EU","2005-11-10JP","✔JP, KO","✔",""
"Shinobido Takumi","Acquire","Spike","2006-03-30JP","✔","",""
"Shinseiki Evangelion 2: Evangelions","Alfa System","Bandai","2003-11-20JP","✔JP, KO","",""
"Shinseiki Evangelion: Ayanami Ikusei Keikaku with Asuka Hokan Keikaku","Gainax","Broccoli","2003-12-11JP","✔","",""
"Shinseiki Evangelion: Battle Orchestra","Gainax","Broccoli","2007-06-28JP","✔","",""
"Shinseiki Evangelion: Koutetsu no Girlfriend 2nd","Gainax","Broccoli","2005-01-20JP","✔","",""
"Shinseiki Evangelion: Koutetsu no Girlfriend Special Edition","Gainax","CyberFront","2006-03-30JP","✔","",""
"Shinseiki Evangelion: Typing E-Keikaku","Gainax","Artdink","2001-08-02JP","✔","",""
"Shinseiki GPX Cyber Formula: Road to the Infinity","Atelier-Sai","Sunrise Interactive","2003-12-18JP","✔","",""
"Shinseiki GPX Cyber Formula: Road to the Infinity 2","Sunrise Interactive","Sunrise Interactive","2005-08-11JP","✔","",""
"Shinseiki GPX Cyber Formula: Road to the Infinity 3","Sunrise Interactive","Sunrise Interactive","2006-10-26JP","✔","",""
"Shinseiki GPX Cyber Formula: Road to the Infinity 4","Sunrise Interactive","Sunrise Interactive","2007-10-04JP","✔","",""
"Shinseiki Yūsha Taisen","Winkysoft","Atlus","2005-02-17JP","✔","",""
"Shinten Makai: Generation of Chaos V","Neverland","Idea Factory","2005-07-21JP","✔","",""
"Shirachū Tankenbu","Nex Entertainment","Taito","2003-08-28JP","✔","",""
"Shirogane no Soleil: Contract to the Future – Mirai e no Keiyaku","Russel","Russel","2008-10-23JP","✔","",""
"Shirogane no Torikago: The Angels with Strange Wings","Starfish SD","Starfish SD","2005-10-13JP","✔","",""
"Shogi•SuperLite 2000 Table: ShogiJP","Success","Success","2003-07-31JP","✔","",""
"The Shogi•Simple 2000 Honkaku Shikou Series Vol. 1: The ShogiJP","Yuki","D3 Publisher","2002-06-27JP","✔","",""
"Shogi 4•Value 2000 Series: Shogi 4JP","Magnolia","Magnolia","2004-07-29JP","✔","",""
"Shogi World Champion Gekihashi 2","Mycom","Mycom","2003-01-09JP","✔","",""
"Shogun's Blade•Simple 2000 Series Vol. 47: The Kassen GekigaharaJP","Tamsoft","D3 PublisherJP, 505 Game StreetEU","2004-04-08JP","✔","✔",""
"Shooting Love: Trizeal","Triangle Service","Datam Polystar","2006-04-20JP","✔","",""
"Short Track Racing: Trading Paint","Big Ant Studios","THQ","2009-05-11NA","","","✔"
"Shoubi no Ki ni Shoubi no Hanasaku: Das Versprechen","Interchannel","Interchannel","2006-06-15JP","✔","",""
"Shoujo Mahou Gaku Littlewitch Romanesque","Blackjack","Success","2007-02-22JP","✔","",""
"Shoujo Yoshitsuneden","Vridge","Success","2003-09-18JP","✔","",""
"Shoujo Yoshitsuneden 2","Vridge","Success","2005-06-09JP","✔","",""
"Shoukan Shoujo: Elemental Girl Calling","Vridge","Kadokawa Games","2007-12-06JP","✔","",""
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere","Vridge","Kadokawa Games","2007-07-19JP","✔","",""
"Showdown: Legends of Wrestling","Acclaim Studios Austin","Acclaim Entertainment","2004-06-22NA","","✔","✔"
"Shox•Rally ShoxJP","Electronic Arts","Electronic Arts","2002-09-27EU","✔","✔","✔"
"Shrek 2","Luxoflux","ActivisionNA, PAL, D3 PublisherJP","2004-04-28NA","✔","✔","✔"
"Shrek: Super Party","Mass Media Inc.","TDK Mediactive","2002-11-16NA","","✔","✔"
"Shrek's Carnival Craze","Ivolgamus","Activision","2008-10-28NA","","✔","✔"
"Shuffle! On the Stage","Navel","Kadokawa Games","2005-10-20JP","✔","",""
"Shūmatsu Shoujo Gensou Alicematic Apocalypse","Caramel Box","Russel","2008-05-29JP","✔","",""
"Sidewinder Max","Asmik Ace Entertainment","Asmik Ace Entertainment","2000-12-07JP","✔","",""
"Silent Hill 2","KCET","Konami","2001-09-24NA","✔JP, KO","✔","✔"
"Silent Hill 2: Director's Cut•Silent Hill 2: Saigo no UtaJP","KCET","Konami","2002-07-04JP","✔","✔","✔"
"Silent Hill 3","KCET","Konami","2003-05-23EU","✔JP, KO","✔","✔"
"Silent Hill 4: The Room","KCET","Konami","2004-06-17JP","✔","✔","✔"
"Silent Hill: Origins","Climax Studios","Konami","2008-03-04NA","✔KO","✔","✔"
"Silent Hill: Shattered Memories","Climax Studios","Konami","2010-01-19NA","✔JP, KO","✔","✔"
"Silent Line: Armored Core•Armored Core 3: Silent LineJP","FromSoftware","FromSoftwareJP, AgetecEU, NA","2003-01-23JP","✔","✔","✔"
"Silent Scope","Konami","Konami","2000-10-23NA","✔","✔","✔"
"Silent Scope 2: Dark Silhouette•Silent Scope 2: Innocent SweeperJP•Silent Scope 2: Fatal JudgementEU","Konami","Konami","2001-09-18NA","✔","✔","✔"
"Silent Scope 3","Konami","Konami","2002-10-15NA","✔","✔","✔"
"Silpheed: The Lost Planet","Game Arts, Treasure","CapcomJP, Working DesignsNA, Swing! EntertainmentEU","2000-09-21JP","✔","✔","✔"
"Simoun: Shoubi Sensou – Fuuin no Remersion","Marvelous Entertainment","[Marvelous Entertainment","2007-06-21JP","✔","",""
"The Simpsons Game","EA Redwood Shores","Electronic Arts","2007-10-30NA","","✔","✔"
"The Simpsons: Hit & Run","Radical Entertainment","Vivendi Universal GamesNA, Sierra EntertainmentPAL","2003-09-16NA","","✔","✔"
"The Simpsons: Road Rage","Radical Entertainment","Electronic Arts","2001-11-24NA","","✔","✔"
"The Simpsons Skateboarding","The Code Monkeys","Electronic Arts","2002-11-12NA","","✔","✔"
"The Sims•Sim PeopleJP","Edge of Reality","Electronic Arts","2003-01-14NA","✔","✔","✔"
"The Sims 2","Maxis","Electronic Arts","2005-10-24NA","","✔","✔"
"The Sims 2: Castaway","EA Redwood Shores","Electronic Arts","2007-10-22NA","","✔","✔"
"The Sims 2: Pets","Maxis","Electronic Arts","2006-10-17NA","","✔","✔"
"The Sims Bustin' Out•The SimsJP","Maxis","Electronic Arts","2003-12-15NA","✔","✔","✔"
"Sinbad Adventure wa Enomoto Kanako de Dou Desu ka","Aruze","Nippon Amuse","2004-09-30JP","✔","",""
"SingStar","London Studio","Sony Computer Entertainment","2004-05-21EU","","✔",""
"SingStar '80s","London Studio","Sony Computer Entertainment","2007-09-18NA","","","✔"
"SingStar '80s (EU version)","London Studio","Sony Computer Entertainment","2005-11-04EU","","✔",""
"SingStar '90s","London Studio","Sony Computer Entertainment","2007-08-03EU","","✔","✔"
"SingStar ABBA","London Studio","Sony Computer Entertainment","2008-11-14EU","","✔","✔"
"SingStar Afrikaansee Treffers","London Studio","Sony Computer Entertainment","2011-03-30SAR","","✔",""
"SingStar Amped","London Studio","Sony Computer Entertainment","2007-09-18NA","","✔","✔"
"SingStar Anthems","London Studio","Sony Computer Entertainment","2006-07-27AU","","✔",""
"SingStar Apres-Ski Party","London Studio","Sony Computer Entertainment","2007-11-06EU","","✔",""
"SingStar Apres-Ski Party 2","London Studio","Sony Computer Entertainment","2010-12-03EU","","✔",""
"SingStar: The Biggest Solo Stars•Singstar: Polskie HityPL","London Studio","Sony Computer Entertainment","2009-06-10EU","","✔",""
"SingStar Bollywood","London Studio","Sony Computer Entertainment","2007-10-19EU","","✔",""
"SingStar Boy Bands vs Girl Bands","London Studio","Sony Computer Entertainment","2008-10-17EU","","✔",""
"SingStar Chart Hits","London Studio","Sony Computer Entertainment","2010-06-30AU","","✔AU",""
"SingStar Chartbreaker","London Studio","Sony Computer Entertainment","2009-12-04EU","","✔",""
"SingStar Country","London Studio","Sony Computer Entertainment","2008-10-28NA","","","✔"
"SingStar Deutsch Rock-Pop","London Studio","Sony Computer Entertainment","2006-09-12EU","","✔",""
"SingStar Deutsch Rock-Pop Vol.2","London Studio","Sony Computer Entertainment","2007-10-02EU","","✔",""
"SingStar Die Toten Hosen","London Studio","Sony Computer Entertainment","2007-08-28EU","","✔",""
"SingStar Fussballhits","London Studio","Sony Computer Entertainment","2010-06-11EU","","✔",""
"SingStar Hottest Hits","London Studio","Sony Computer Entertainment","2008-09-25PAL","","✔",""
"SingStar Italian Party","London Studio","Sony Computer Entertainment","2007-11-28EU","","✔",""
"SingStar Italian Party 2","London Studio","Sony Computer Entertainment","2008-11EU","","✔",""
"SingStar La Edad de Oro del Pop Espanol","London Studio","Sony Computer Entertainment","2006-11-15EU","","✔",""
"SingStar Latino","London Studio","Sony Computer Entertainment","2009-11-19NA","","","✔"
"SingStar Latino (EU Version)","London Studio","Sony Computer Entertainment","2007-11-21EU","","✔","✔"
"SingStar Legends","London Studio","Sony Computer Entertainment","2006-10-27EU","","✔","✔"
"SingStar Made in Germany","London Studio","Sony Computer Entertainment","2009-11-06EU","","✔",""
"SingStar Mallorca Party","London Studio","Sony Computer Entertainment","2009-07-09EU","","✔",""
"SingStar Mecano","London Studio","Sony Computer Entertainment","2009-11-19EU","","✔",""
"SingStar Miliki","London Studio","Sony Computer Entertainment","2009-11-02EU","","✔",""
"SingStar: Morangos com Acucar","London Studio","Sony Computer Entertainment","2008EU","","✔",""
"SingStar Motown","London Studio","Sony Computer Entertainment","2009-09-17AU","","✔",""
"SingStar Norsk pa Norsk","London Studio","Sony Computer Entertainment","2007-09-13EU","","✔",""
"SingStar Operacion Triunfo","London Studio","Sony Computer Entertainment","2008-06-18EU","","✔",""
"SingStar Party","London Studio","Sony Computer Entertainment","2004-11-19EU","","✔",""
"SingStar Party Hits","London Studio","Sony Computer Entertainment","2008-04-25EU","","✔",""
"SingStar Patito Feo","London Studio","Sony Computer Entertainment","2010-12-23EU","","✔",""
"SingStar Pop","London Studio","Sony Computer Entertainment","2005-05-13EU","","✔","✔"
"SingStar Pop Hits","London Studio","Sony Computer Entertainment","2007-05-02EU","","✔",""
"SingStar Pop Hits 2","London Studio","Sony Computer Entertainment","2007-10-24EU","","✔",""
"SingStar Pop Hits 3","London Studio","Sony Computer Entertainment","2008-06-11EU","","✔",""
"SingStar Pop Hits 4","London Studio","Sony Computer Entertainment","2008-11-05EU","","✔",""
"SingStar Pop Vol. 2","London Studio","Sony Computer Entertainment","2008-09-23NA","","","✔"
"SingStar Queen","London Studio","Sony Computer Entertainment","2009-03-19AU","","✔","✔"
"SingStar R&B","London Studio","Sony Computer Entertainment","2007-10-25AU","","✔",""
"SingStar Rock Ballads","London Studio","Sony Computer Entertainment","2007-09-21EU","","✔",""
"SingStar Rocks!","London Studio","Sony Computer Entertainment","2006-04-13EU","","✔","✔"
"SingStar Schlager","London Studio","Sony Computer Entertainment","2008-12-03EU","","✔",""
"SingStar Singalong With Disney","London Studio","Sony Computer Entertainment","2008-11-06AU","","✔",""
"SingStar Studio 100","London Studio","Sony Computer Entertainment","2009-09-29EU","","✔",""
"SingStar Svenska Hits Schlager","London Studio","Sony Computer Entertainment","2007-09-12EU","","✔",""
"SingStar Take That","London Studio","Sony Computer Entertainment","2009-11-05AU","","✔",""
"SingStar top.it","London Studio","Sony Computer Entertainment","2006-09-11EU","","✔",""
"SingStar Turkish Party","London Studio","Sony Computer Entertainment","2008-10-31EU","","✔",""
"SingStar Vasco","London Studio","Sony Computer Entertainment","2009-11-18EU","","✔",""
"SingStar: The Wiggles","London Studio","Sony Computer Entertainment","2010-05-27AU","","✔AU",""
"Siren•Forbidden SirenPAL","Japan Studio","Sony Computer Entertainment","2003-11-06JP","✔JP, KO","✔","✔"
"Siren 2•Forbidden Siren 2PAL","Japan Studio","Sony Computer Entertainment","2006-02-09JP","✔JP, KO","✔",""
"Sitting Ducks","Asobo Studio","LSPEU, Hip GamesNA","2003-12-05EU","","✔","✔"
"Skate Attack","Zeroscale","Midas Interactive Entertainment","2007-03-09EU","","✔",""
"Skateboard Madness Xtreme Edition","Phoenix Games","Phoenix Games","2007-04-20EU","","✔",""
"Ski Alpin 2005","49Games","RTL","2004-12-16EU","","✔",""
"Ski & Shoot","Crave Entertainment","Conspiracy Entertainment","2009-02-28NA","","","✔"
"Ski Jump Pair Reloaded","Kamui","Kamui","2006-03-16JP","✔","",""
"Ski Racing 2005","Coldwood Interactive","JoWooD Entertainment","2005-03-24EU","","✔",""
"Ski Racing 2006","Coldwood Interactive","JoWooD Entertainment","2005-12-09EU","","✔",""
"Ski-doo Snow X Racing•SXR: Snow X RacingEU","Coldwood Interactive","Valcon GamesNA, Virgin PlayEU","2007-08-02NA","","✔","✔"
"Skip Beat!","5pb","5pb","2009-05-28JP","✔","",""
"Sky Odyssey•The Sky OdysseyJP","Cross","ActivisionNA, Sony Computer EntertainmentEU, JP","2000-11-15NA","✔","✔","✔"
"Sky Surfer","Toka","Idea FactoryJP, Midas Interactive EntertainmentEU","2000-04-20JP","✔","✔",""
"SkyGunner","PixelArts","Sony Computer EntertainmentJP, AtlusNA","2001-09-27JP","✔","","✔"
"Skyscraper","Atomic Planet Entertainment","Midas Interactive Entertainment","2008-10-24EU","","✔",""
"Slam Tennis","Infogrames","Infogrames","2002-08-02EU","","✔",""
"Sled Storm","EA Canada","EA Sports BIG","2002-03-11NA","","✔","✔"
"Slot! Pro Dx: Fujiko 2","Heiwa Corporation","Nippon Telenet","2003-02-27JP","✔","",""
"Slotter UP Core","Aristocrat Leisure","Dorart","2003-07-10JP","✔","",""
"Slotter UP Core 10: Mach GoGoGo2","Aristocrat Leisure","Dorart","2008-04-24JP","✔","",""
"Slotter UP Core 11: Kyoujin no Hoshi IV","Aristocrat Leisure","Dorart","2009-03-26JP","✔","",""
"Slotter UP Core 12: PinPon","Aristocrat Leisure","Dorart","2010-12-02JP","✔","",""
"Slotter UP Core 2","Aristocrat Leisure","Dorart","2003-07-24JP","✔","",""
"Slotter UP Core 3","Aristocrat Leisure","Dorart","2004-06-17JP","✔","",""
"Slotter UP Core 4: Don-chan Gekiuchi! Jissen Pachi-Slot Ore Izuma","Aristocrat Leisure","Dorart","2004-10-21JP","✔","",""
"Slotter UP Core 5","Aristocrat Leisure","Dorart","2004-11-25JP","✔","",""
"Slotter UP Core 6","Aristocrat Leisure","Dorart","2005-01-27JP","✔","",""
"Slotter UP Core 7: Dekitou da! Street Fighter II","Aristocrat Leisure","Dorart","2005-06-16JP","✔","",""
"Slotter UP Core 8: Kyojin no Hoshi III","Aristocrat Leisure","Dorart","2005-12-22JP","✔","",""
"Slotter UP Core 9","Aristocrat Leisure","Dorart","2006-11-02JP","✔","",""
"Slotter UP Core Alpha","Aristocrat Leisure","Dorart","2003-12-04JP","✔","",""
